,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,cluster
5618,Heavy Artillery,0.669,0.889,5,-3.195,1,0.126,0.0137,4.96e-06,0.368,0.658,158.233,254040,16
5619,Paramedics,0.319,0.918,10,-4.088,0,0.308,0.0237,0.0,0.321,0.226,166.115,296067,30
5620,Speakers On Blast,0.706,0.669,0,-4.357,1,0.209,0.244,0.0,0.14,0.142,109.545,311640,5
5621,Hello,0.554,0.748,6,-5.535,1,0.0669,0.0547,0.0,0.112,0.286,160.1,229733,37
5622,All The Way Gone,0.554,0.586,1,-5.634,0,0.162,0.194,0.0,0.521,0.048,111.306,247893,4
5623,Pot Of Gold,0.537,0.904,7,-5.042,1,0.157,0.0373,0.0,0.501,0.276,180.049,201093,21
5624,Dr. Dre 2,0.673,0.358,2,-13.387,1,0.273,0.874,1.99e-06,0.142,0.074,81.849,24627,0
5625,All I Know,0.271,0.912,7,-4.285,0,0.468,0.14,0.0,0.164,0.257,77.459,243440,10
5626,Born In The Trap,0.675,0.858,9,-3.758,0,0.221,0.0577,2.29e-05,0.241,0.541,92.997,226560,27
5627,Mama Knows,0.733,0.761,9,-4.393,0,0.158,0.613,0.0,0.0809,0.782,95.13,232307,27
5628,California Dream,0.494,0.769,7,-4.143,1,0.275,0.59,0.0,0.393,0.477,77.446,372733,6
5629,Dr. Dre Outro,0.473,0.351,0,-15.403,1,0.23,0.783,0.0,0.132,0.0697,138.029,30707,0
5630,Dr. Dre Intro,0.41,0.236,9,-16.397,0,0.116,0.838,3.42e-06,0.11,0.27,107.951,26027,0
5631,The City,0.574,0.787,11,-4.147,0,0.398,0.176,0.0,0.0918,0.302,144.474,341453,30
5632,Drug Test,0.611,0.895,5,-3.438,0,0.259,0.0694,2.53e-05,0.227,0.548,94.296,166120,25
5633,Martians Vs Goblins,0.476,0.81,4,-3.414,0,0.265,0.0803,0.0,0.568,0.642,83.309,228827,33
5634,Red Nation,0.405,0.889,2,-3.303,1,0.317,0.0922,0.0,0.446,0.338,82.918,229480,31
5635,Dr. Dre 1,0.636,0.379,8,-13.018,1,0.373,0.869,0.000429,0.224,0.482,129.514,25720,0
5636,Good Girls Go Bad,0.38,0.84,1,-4.528,0,0.311,0.0291,0.0,0.87,0.387,159.939,278067,21
5637,Ricky,0.377,0.956,2,-1.806,0,0.148,0.17,0.0,0.169,0.081,83.165,247027,11
5638,"The Good, The Bad, The Ugly",0.571,0.793,1,-3.722,1,0.294,0.158,7.09e-06,0.229,0.284,174.1,148333,5
5639,Heavy Artillery,0.669,0.889,5,-3.195,1,0.126,0.0137,4.96e-06,0.368,0.658,158.233,254040,16
5640,Paramedics,0.319,0.918,10,-4.088,0,0.308,0.0237,0.0,0.321,0.226,166.115,296067,30
5641,Speakers On Blast,0.706,0.669,0,-4.357,1,0.209,0.244,0.0,0.14,0.142,109.545,311640,5
5642,Hello,0.554,0.748,6,-5.535,1,0.0669,0.0547,0.0,0.112,0.286,160.1,229733,37
5643,All The Way Gone,0.554,0.586,1,-5.634,0,0.162,0.194,0.0,0.521,0.048,111.306,247893,4
5644,Pot Of Gold,0.537,0.904,7,-5.042,1,0.157,0.0373,0.0,0.501,0.276,180.048,201093,21
5645,Dr. Dre 2,0.673,0.358,9,-13.387,1,0.273,0.874,1.99e-06,0.142,0.074,81.849,24627,0
5646,All I Know,0.271,0.912,7,-4.285,0,0.468,0.14,0.0,0.164,0.257,77.459,243440,10
5647,Born In The Trap,0.675,0.858,9,-3.758,0,0.221,0.0577,2.29e-05,0.241,0.541,92.997,226560,27
5648,Mama Knows,0.733,0.761,9,-4.393,0,0.158,0.613,0.0,0.0809,0.782,95.13,232307,27
5649,California Dream,0.494,0.769,7,-4.143,1,0.275,0.59,0.0,0.393,0.477,77.446,372733,6
5650,Dr. Dre Outro,0.473,0.351,0,-15.403,1,0.23,0.783,0.0,0.132,0.0697,138.029,30707,0
5651,Dr. Dre Intro,0.415,0.216,9,-16.676,0,0.21,0.838,1.33e-06,0.109,0.251,124.117,26027,0
5652,The City,0.604,0.753,11,-4.066,0,0.379,0.156,0.0,0.101,0.3,144.59,341453,11
5653,Drug Test,0.667,0.891,5,-3.346,0,0.246,0.068,4.02e-05,0.255,0.545,94.189,166000,25
5654,Martians Vs Goblins,0.501,0.786,4,-3.612,0,0.198,0.0528,0.0,0.47,0.589,84.131,229013,10
5655,Red Nation,0.365,0.891,2,-3.324,1,0.307,0.0717,0.0,0.475,0.26,175.308,229453,21
5656,Dr. Dre 1,0.421,0.31,8,-13.257,1,0.452,0.871,9.77e-05,0.223,0.621,176.771,25720,0
5657,Good Girls Go Bad,0.544,0.832,11,-4.462,1,0.192,0.0249,0.0,0.53,0.422,80.004,278680,26
5658,Ricky,0.278,0.954,2,-1.506,0,0.235,0.163,0.0,0.25,0.0877,170.069,246413,30
5659,"The Good, The Bad, The Ugly",0.563,0.761,10,-4.038,0,0.293,0.0976,7.65e-05,0.2,0.21,174.011,148333,30
5660,Heavy Artillery,0.701,0.874,5,-3.448,1,0.128,0.0138,2.19e-05,0.358,0.664,78.971,254040,38
5661,Paramedics,0.335,0.912,10,-4.167,0,0.279,0.017,0.0,0.283,0.3,166.021,296080,30
5662,Speakers On Blast,0.7,0.673,1,-4.304,1,0.232,0.182,0.0,0.135,0.156,109.914,311627,5
5663,Hello,0.547,0.739,6,-5.604,1,0.0954,0.0595,0.0,0.113,0.282,160.071,229760,37
5664,All The Way Gone,0.693,0.591,1,-5.589,0,0.21,0.183,0.0,0.386,0.0584,90.438,247880,4
5665,Pot Of Gold,0.547,0.898,7,-5.039,1,0.139,0.039,0.0,0.43,0.323,180.036,201093,21
5666,Dr. Dre 2,0.691,0.358,0,-12.993,0,0.363,0.796,0.0,0.145,0.057,112.583,24640,0
5667,All I Know,0.361,0.91,7,-4.289,0,0.406,0.113,0.0,0.167,0.251,108.53,243427,11
5668,Born In The Trap,0.685,0.865,9,-3.684,0,0.208,0.0769,8.23e-06,0.281,0.538,93.022,226573,27
5669,Mama Knows,0.719,0.748,9,-4.326,0,0.194,0.561,0.0,0.0816,0.776,95.067,232307,27
5670,California Dream,0.399,0.768,7,-3.855,1,0.293,0.596,0.0,0.333,0.5,78.805,372720,6
5671,Dr. Dre Outro,0.519,0.314,0,-15.798,0,0.139,0.903,1.53e-05,0.126,0.0402,111.121,30720,0
5672,Dr. Dre Intro,0.415,0.222,9,-16.483,0,0.134,0.843,0.0,0.11,0.297,120.926,26027,0
5673,The City,0.578,0.756,2,-4.099,1,0.394,0.158,0.0,0.0936,0.309,144.25,341453,16
5674,Drug Test,0.681,0.886,5,-3.429,0,0.218,0.052,0.000213,0.275,0.609,93.952,166000,25
5675,Martians Vs Goblins,0.501,0.786,4,-3.612,0,0.198,0.0528,0.0,0.47,0.589,84.131,229013,10
5676,Red Nation,0.579,0.897,2,-3.397,1,0.199,0.0749,0.0,0.471,0.194,87.927,229453,23
5677,Dr. Dre 1,0.416,0.321,8,-13.54,1,0.516,0.862,0.0046,0.22,0.564,178.203,25720,0
5678,Good Girls Go Bad,0.412,0.833,1,-4.553,0,0.29,0.0235,0.0,0.762,0.396,160.031,278680,21
5679,Ricky,0.404,0.954,9,-1.505,0,0.14,0.147,0.0,0.283,0.0819,83.365,246413,11
5680,"The Good, The Bad, The Ugly",0.563,0.761,10,-4.038,0,0.293,0.0976,7.65e-05,0.2,0.21,174.011,148333,30
5681,Heavy Artillery,0.676,0.883,5,-3.209,1,0.104,0.0142,4.03e-05,0.298,0.687,158.046,254040,38
5682,Paramedics,0.335,0.912,10,-4.167,0,0.279,0.017,0.0,0.283,0.3,166.021,296080,30
5683,Speakers On Blast,0.722,0.67,0,-4.385,1,0.198,0.196,0.0,0.138,0.161,109.5,311627,5
5684,Hello,0.542,0.738,6,-5.54,1,0.102,0.0406,0.0,0.116,0.211,160.133,229773,37
5685,All The Way Gone,0.487,0.58,1,-5.71,0,0.284,0.183,0.0,0.541,0.0449,90.516,247880,33
5686,Pot Of Gold,0.547,0.898,7,-5.039,1,0.139,0.039,0.0,0.43,0.323,180.036,201093,21
5687,Dr. Dre 2,0.577,0.372,0,-13.403,0,0.365,0.73,1.59e-06,0.137,0.048,111.35,24640,0
5688,All I Know,0.402,0.908,7,-4.464,0,0.38,0.106,0.0,0.165,0.258,80.938,243427,11
5689,Born In The Trap,0.684,0.861,9,-3.758,0,0.201,0.0555,2.08e-05,0.225,0.542,92.973,226573,27
5690,Mama Knows,0.725,0.747,9,-4.473,0,0.166,0.566,0.0,0.0815,0.789,95.001,232307,27
5691,California Dream,0.514,0.78,7,-4.01,1,0.331,0.58,0.0,0.392,0.47,77.392,372720,6
5692,Dr. Dre Outro,0.446,0.295,0,-16.124,0,0.301,0.871,1.24e-06,0.129,0.0398,47.658,30720,0
5693,Phantom,0.628,0.708,1,-8.868,1,0.542,0.13,0.0,0.157,0.454,94.393,233720,31
5694,Hustlin,0.425,0.87,9,-5.206,1,0.45,0.3,0.0,0.138,0.311,101.03,315880,26
5695,We Do It feat. Yung Joc,0.561,0.727,7,-7.315,1,0.425,0.00964,0.0,0.3,0.646,190.026,212187,16
5696,Slangin Rocks,0.653,0.601,8,-7.364,0,0.248,0.0926,0.0,0.567,0.292,87.902,218387,33
5697,I'll Find You,0.43,0.876,10,-8.885,0,0.487,0.219,5.86e-06,0.21,0.543,173.167,266493,30
5698,Revolver Or The Semi feat. Mysonne,0.574,0.726,4,-6.635,0,0.422,0.0321,1.35e-06,0.757,0.394,105.952,206133,33
5699,It Must Be Me,0.705,0.665,6,-5.669,0,0.317,0.0307,0.0,0.0586,0.743,84.013,238800,27
5700,Pushin It feat. T.I.,0.388,0.596,11,-8.165,0,0.333,0.332,0.0,0.48,0.746,78.629,262267,10
5701,Everything Red feat. Lil Wayne & Birdman,0.599,0.641,1,-6.192,1,0.288,0.0142,5.56e-06,0.116,0.447,127.687,226787,5
5702,Get Wild,0.643,0.556,10,-8.227,0,0.26,0.0415,0.00052,0.343,0.135,193.917,185293,4
5703,Ha Ha Ha,0.401,0.731,1,-7.643,1,0.428,0.229,0.0,0.0992,0.562,97.499,264893,31
5704,Shake,0.468,0.648,11,-6.405,0,0.16,0.353,0.0,0.395,0.332,153.623,194840,30
5705,Still My Nigga,0.795,0.443,2,-8.675,1,0.306,0.272,0.0,0.097,0.765,83.012,260000,8
5706,Diamonds,0.536,0.721,7,-5.508,1,0.345,0.278,0.0,0.0857,0.629,83.851,208280,26
5707,Baggage Claim,0.529,0.781,10,-8.753,1,0.341,0.163,0.0,0.334,0.633,86.114,193620,26
5708,Nightmares,0.436,0.461,1,-6.821,1,0.203,0.17,2.3e-05,0.152,0.0481,81.203,232673,23
5709,Compton Story,0.597,0.695,1,-8.252,1,0.399,0.284,0.0,0.807,0.595,88.659,232620,7
5710,In These Streets,0.51,0.663,1,-7.912,1,0.345,0.0421,0.0,0.326,0.925,84.457,249887,31
5711,Interlude,0.0,0.24,0,-14.066,1,0.0,0.607,0.0,0.25,0.0,0.0,10867,17
5712,Put Em To Bed,0.408,0.965,5,-4.306,0,0.62,0.0078,0.0,0.368,0.47,176.135,221492,30
5713,Im So Hood,0.46,0.568,10,-10.337,0,0.328,0.0516,0.0,0.465,0.537,108.111,191504,33
5714,Tell Em,0.457,0.796,11,-8.429,1,0.39,0.104,0.0,0.56,0.417,171.106,200699,21
5715,Swagger Like Jerz,0.401,0.734,1,-6.785,0,0.346,0.263,0.0,0.336,0.315,178.069,75546,30
5716,Reflection In The Mirror,0.544,0.651,8,-9.839,0,0.411,0.0956,0.0,0.451,0.591,74.581,208980,10
5717,Smoke It Away,0.495,0.893,2,-8.47,1,0.453,0.263,0.0,0.848,0.702,96.865,117420,7
5718,Get Lifted,0.724,0.55,11,-9.32,0,0.157,0.0616,2.3e-06,0.804,0.546,100.988,182962,24
5719,All These Hoes,0.858,0.452,2,-10.372,1,0.359,0.164,0.0,0.0784,0.279,90.486,262531,14
5720,Intro,0.666,0.666,11,-5.991,0,0.28,0.0027,0.0,0.183,0.78,79.02,89387,27
5721,Get Cha Money,0.588,0.599,1,-7.047,1,0.471,0.113,0.0,0.454,0.658,164.021,218240,2
5722,For Tha Gangsta (Feat. The Game),0.856,0.584,0,-6.549,1,0.308,0.0381,0.0,0.344,0.664,92.847,127587,34
5723,Downtown,0.875,0.548,1,-7.263,1,0.354,0.0154,0.0,0.0697,0.532,86.595,199720,14
5724,Dude Is Back,0.92,0.525,7,-5.094,1,0.338,0.0919,0.0,0.0833,0.816,98.03,215267,8
5725,From the Bottom (Feat. Bubs & Telly Mac),0.732,0.786,11,-6.231,0,0.367,0.0575,0.0,0.0727,0.614,85.065,237213,27
5726,"Don't Get Mad, Get Money",0.662,0.837,1,-6.352,0,0.234,0.0775,0.0,0.0678,0.64,74.296,190560,25
5727,Seen It All,0.844,0.674,1,-7.234,1,0.325,0.00211,0.0,0.22,0.685,85.871,223440,34
5728,Grimey and Gritty (Feat. San Quinn & Ya Boy),0.821,0.62,7,-6.934,1,0.462,0.021,0.0,0.283,0.388,86.211,200987,8
5729,Streets Is Still Watching,0.782,0.754,11,-5.859,0,0.299,0.0722,0.0,0.106,0.446,94.995,184467,27
5730,Real Cocky,0.698,0.597,5,-6.971,1,0.343,0.0869,0.0,0.186,0.696,84.745,160027,8
5731,Swagga (Feat. D-Moe & Telly Mac),0.567,0.497,9,-7.943,1,0.425,0.0352,0.0,0.176,0.862,91.408,222227,8
5732,Hatin,0.536,0.776,11,-6.357,0,0.421,0.0706,0.0,0.245,0.457,100.881,212187,11
5733,I Shine You Shine,0.747,0.526,1,-7.643,0,0.448,0.00289,0.0,0.134,0.384,162.115,195693,4
5734,Remminnisson,0.749,0.634,6,-8.27,1,0.317,0.0197,0.0,0.0551,0.732,74.748,202347,8
5735,It's Ova,0.593,0.488,1,-9.579,1,0.459,0.178,0.0,0.11,0.571,94.679,229667,31
5736,Chronic Leaf,0.566,0.575,4,-8.252,0,0.337,0.133,0.0,0.341,0.932,119.19,37200,19
5737,Colors 2008,0.436,0.71,1,-6.01,0,0.331,0.0358,0.0,0.278,0.468,81.806,45773,10
5738,Cut Throat,0.585,0.466,1,-9.152,1,0.31,0.0631,0.0,0.0804,0.712,76.904,50947,19
5739,Dope in My Blood,0.413,0.478,1,-4.879,0,0.312,0.158,0.0,0.16,0.474,76.161,31813,19
5740,Public Enemy 1,0.434,0.771,5,-2.438,1,0.339,0.0315,0.0,0.354,0.907,82.609,34960,35
5741,Straight Out the Projects,0.509,0.532,1,-12.445,1,0.396,0.0233,0.0,0.444,0.649,174.24,32347,19
5742,Nasty Flow,0.901,0.768,0,-6.778,1,0.337,0.0269,0.0,0.288,0.697,99.109,32973,35
5743,The Game Sewed,0.789,0.795,6,-5.705,1,0.491,0.112,0.0,0.326,0.821,96.798,32947,35
5744,What the Game a Do,0.685,0.806,1,-6.018,1,0.67,0.262,0.0,0.307,0.523,92.634,32947,35
5745,In the Bay,0.764,0.873,1,-6.597,1,0.491,0.028,0.0,0.297,0.147,178.102,32973,5
5746,Desparado,0.63,0.802,2,-7.037,1,0.485,0.138,0.0,0.312,0.397,124.162,32947,35
5747,Bury Me a G,0.643,0.912,7,-6.452,1,0.523,0.367,0.0,0.728,0.633,89.094,32947,35
5748,Born in the Slums,0.776,0.7,1,-5.775,1,0.424,0.687,0.0,0.47,0.964,81.286,32973,35
5749,Compton is the Place,0.576,0.869,10,-5.288,0,0.455,0.346,0.0,0.0793,0.272,179.261,33000,30
5750,More Unity,0.354,0.912,8,-6.575,0,0.516,0.778,0.0,0.4,0.941,81.116,32973,35
5751,Still at IT,0.656,0.749,8,-5.439,1,0.35,0.697,0.0,0.324,0.643,86.032,32947,35
5752,Catch 5,0.639,0.834,8,-6.009,1,0.294,0.591,0.0,0.43,0.509,91.669,33013,35
5753,Down South Chickens,0.687,0.864,1,-6.374,0,0.53,0.00752,0.0,0.217,0.348,88.588,32907,35
5754,Rap Legends,0.705,0.892,11,-6.703,0,0.526,0.4,0.0,0.739,0.581,87.011,33040,24
5755,Ray Charles Vision,0.659,0.878,1,-6.002,1,0.82,0.634,0.0,0.4,0.758,72.789,32947,35
5756,My Truth,0.852,0.566,10,-5.72,0,0.28,0.164,0.0,0.0751,0.642,89.436,32853,27
5757,Sunday Dinners,0.341,0.935,11,-6.904,0,0.424,0.29,0.0,0.282,0.34,177.415,32813,30
5758,Got Myself a 4,0.629,0.802,8,-6.413,1,0.328,0.623,0.0,0.448,0.538,91.816,32947,35
5759,The Plot Thickens,0.703,0.737,10,-5.87,0,0.496,0.682,0.0,0.235,0.792,82.92,32040,13
5760,Intro,0.541,0.484,2,-10.113,0,0.22,0.674,0.0,0.614,0.179,93.92,80947,28
5761,LAX Files,0.75,0.538,0,-7.151,1,0.15,0.171,1.47e-06,0.564,0.266,130.069,239240,5
5762,State Of Emergency,0.763,0.858,2,-4.648,1,0.307,0.0381,0.0,0.137,0.381,93.123,218520,31
5763,Bulletproof Diaries,0.594,0.831,7,-4.953,0,0.144,0.00502,0.00117,0.108,0.472,82.58,292373,11
5764,My Life,0.672,0.766,11,-5.018,1,0.35,0.073,0.0,0.0567,0.381,148.123,320893,37
5765,Money,0.674,0.761,8,-5.905,0,0.365,0.0459,0.0,0.0627,0.567,145.983,313013,9
5766,Cali Sunshine,0.642,0.868,1,-4.068,0,0.309,0.158,0.0,0.361,0.551,79.096,273173,25
5767,Ya Heard,0.7,0.802,1,-3.188,1,0.429,0.139,0.0,0.0833,0.778,86.334,244747,34
5768,Hard Liquor (Interlude),0.58,0.363,11,-11.992,0,0.767,0.16,2.08e-05,0.226,0.443,84.352,110907,13
5769,House Of Pain,0.561,0.794,8,-5.43,1,0.117,0.123,0.0,0.371,0.133,86.401,272267,23
5770,Gentleman's Affair,0.706,0.599,7,-5.078,1,0.174,0.115,0.0,0.196,0.749,88.932,219347,8
5771,Let Us Live,0.801,0.592,9,-5.907,0,0.24,0.131,0.0,0.136,0.518,90.755,279147,1
5772,Touchdown,0.767,0.615,2,-5.102,1,0.294,0.0965,0.0,0.686,0.526,102.033,239880,7
5773,Angel,0.622,0.84,6,-5.004,0,0.148,0.354,0.0,0.225,0.89,86.021,268093,25
5774,Never Can Say Goodbye,0.686,0.647,1,-2.935,1,0.323,0.174,0.0,0.0465,0.483,82.793,280267,31
5775,Dope Boys,0.727,0.813,1,-3.402,0,0.229,0.148,0.0,0.179,0.697,85.086,240507,25
5776,Game's Pain,0.778,0.77,6,-4.653,0,0.305,0.0857,0.0,0.0514,0.377,97.049,261773,25
5777,Letter To The King,0.394,0.641,4,-7.599,0,0.219,0.156,0.0051,0.095,0.368,78.503,345547,11
5778,Outro,0.535,0.419,10,-7.359,1,0.145,0.452,9.21e-06,0.162,0.311,125.146,88013,0
5779,Big Dreams,0.35,0.891,5,-4.678,0,0.52,0.032,0.0,0.613,0.251,78.496,289120,33
5780,Camera Phone,0.691,0.829,1,-4.652,0,0.1,0.0623,0.0,0.418,0.409,144.002,269147,4
5781,Nice,0.847,0.605,7,-4.576,1,0.264,0.0251,0.0,0.0516,0.612,92.585,279933,8
5782,Spanglish,0.674,0.727,1,-5.017,1,0.109,0.00698,0.0,0.303,0.565,88.515,254413,34
5783,Ain't F***** With You,0.837,0.733,1,-7.801,1,0.276,0.0151,0.0,0.316,0.427,90.027,217027,14
5784,Intro,0.584,0.485,2,-10.126,0,0.231,0.665,0.0,0.617,0.182,89.2,80947,28
5785,LAX Files,0.753,0.539,0,-7.149,1,0.15,0.175,1.59e-06,0.558,0.25,129.964,239240,5
5786,State Of Emergency,0.805,0.857,2,-4.647,1,0.288,0.0387,0.0,0.137,0.361,93.25,218520,34
5787,Bulletproof Diaries,0.616,0.829,0,-4.978,0,0.137,0.00518,0.00132,0.119,0.458,82.505,292373,25
5788,My Life,0.67,0.765,11,-5.019,1,0.352,0.0731,0.0,0.0567,0.383,148.126,320893,37
5789,Money,0.674,0.759,8,-5.917,0,0.362,0.0443,0.0,0.0651,0.566,145.883,313013,9
5790,Cali Sunshine,0.62,0.868,1,-4.068,0,0.319,0.162,0.0,0.361,0.545,79.328,273173,25
5791,Ya Heard,0.728,0.803,1,-3.188,1,0.432,0.137,0.0,0.083,0.776,86.319,244747,34
5792,Hard Liquor (Interlude),0.693,0.366,1,-11.986,1,0.68,0.158,2.38e-05,0.228,0.448,89.971,110907,19
5793,House Of Pain,0.497,0.794,1,-5.427,1,0.15,0.118,0.0,0.371,0.13,86.575,272267,23
5794,Gentleman's Affair,0.676,0.599,7,-5.078,1,0.199,0.113,0.0,0.214,0.772,88.781,219347,8
5795,Let Us Live,0.802,0.592,9,-5.907,0,0.24,0.13,0.0,0.136,0.521,90.754,279147,1
5796,Touchdown,0.767,0.619,2,-5.103,1,0.293,0.0967,0.0,0.684,0.513,102.035,239880,7
5797,Angel,0.624,0.841,6,-5.005,0,0.148,0.351,0.0,0.232,0.885,86.03,268093,25
5798,Never Can Say Goodbye,0.69,0.646,1,-2.935,1,0.325,0.179,0.0,0.0463,0.5,82.821,280267,31
5799,Dope Boys,0.724,0.813,1,-3.402,0,0.241,0.148,0.0,0.179,0.692,85.073,240507,25
5800,Game's Pain,0.769,0.77,6,-4.658,0,0.327,0.0863,0.0,0.0534,0.385,96.96,261773,25
5801,Letter To The King,0.384,0.639,4,-7.599,0,0.179,0.16,0.0053,0.0953,0.387,75.924,345547,11
5802,Outro,0.531,0.416,10,-7.345,1,0.142,0.428,6.67e-06,0.162,0.333,129.652,88013,0
5803,Ain't F***** With You,0.844,0.739,1,-7.789,1,0.267,0.0178,0.0,0.322,0.472,90.02,217040,14
5804,Intro,0.577,0.485,2,-10.126,0,0.205,0.67,0.0,0.617,0.18,94.536,80947,28
5805,LAX Files,0.75,0.54,0,-7.149,1,0.0874,0.175,1.69e-06,0.559,0.265,130.019,239240,5
5806,State Of Emergency,0.745,0.858,2,-4.647,1,0.312,0.0377,0.0,0.136,0.378,93.19,218520,31
5807,Bulletproof Diaries,0.597,0.83,0,-4.944,0,0.148,0.00505,0.00116,0.243,0.48,82.533,292373,25
5808,My Life,0.673,0.766,11,-5.018,1,0.349,0.0724,0.0,0.0563,0.382,148.113,320893,37
5809,Money,0.675,0.762,8,-5.905,0,0.364,0.0456,0.0,0.0633,0.566,145.884,313013,9
5810,Cali Sunshine,0.62,0.868,1,-4.068,0,0.318,0.162,0.0,0.361,0.545,79.331,273173,25
5811,Ya Heard,0.7,0.803,1,-3.188,1,0.43,0.138,0.0,0.0831,0.779,86.328,244747,34
5812,Hard Liquor (Interlude),0.674,0.365,9,-11.987,1,0.732,0.154,2.03e-05,0.227,0.439,89.221,110907,13
5813,House Of Pain,0.561,0.794,1,-5.43,0,0.118,0.121,0.0,0.371,0.131,86.385,272267,23
5814,Gentleman's Affair,0.676,0.6,7,-5.078,1,0.197,0.117,0.0,0.195,0.779,88.774,219347,8
5815,Let Us Live,0.801,0.592,9,-5.911,0,0.239,0.13,0.0,0.136,0.516,90.754,279147,1
5816,Touchdown,0.767,0.616,2,-5.103,1,0.295,0.0984,0.0,0.686,0.514,102.039,239880,7
5817,Angel,0.624,0.84,6,-5.004,0,0.147,0.352,0.0,0.23,0.889,86.028,268093,25
5818,Never Can Say Goodbye,0.691,0.644,1,-2.936,1,0.325,0.179,0.0,0.0464,0.498,82.809,280267,31
5819,Dope Boys,0.733,0.813,1,-3.402,0,0.225,0.148,0.0,0.179,0.696,85.067,240507,25
5820,Game's Pain,0.754,0.769,6,-4.658,0,0.354,0.0863,0.0,0.0534,0.372,97.012,261773,11
5821,Letter To The King,0.384,0.64,4,-7.597,0,0.176,0.158,0.005,0.0952,0.406,75.753,345547,11
5822,Outro,0.53,0.416,0,-7.345,1,0.149,0.427,9.86e-06,0.162,0.321,129.871,88040,14
5823,Intro,0.577,0.485,2,-10.126,0,0.205,0.67,0.0,0.617,0.18,94.536,80947,28
5824,LAX Files,0.76,0.508,0,-7.187,1,0.0796,0.147,2.78e-06,0.439,0.25,130.042,239240,14
5825,State Of Emergency,0.772,0.861,2,-4.32,1,0.279,0.0245,0.0,0.139,0.402,93.128,218520,34
5826,Bulletproof Diaries,0.626,0.831,0,-5.015,0,0.144,0.00421,0.0023,0.0989,0.432,82.507,292373,25
5827,My Life,0.681,0.765,11,-5.026,1,0.35,0.0634,0.0,0.0563,0.355,148.063,320893,37
5828,Money,0.63,0.765,8,-6.408,0,0.406,0.0395,0.0,0.0648,0.519,146.012,313013,9
5829,Cali Sunshine,0.637,0.865,1,-4.128,0,0.295,0.152,0.0,0.361,0.535,78.921,273173,25
5830,Ya Heard,0.584,0.783,1,-3.241,1,0.447,0.115,0.0,0.0857,0.776,85.057,244747,31
5831,Hard Liquor (Interlude),0.566,0.348,4,-12.086,0,0.639,0.204,4.72e-05,0.191,0.395,83.264,110907,13
5832,House Of Pain,0.4,0.839,8,-3.909,1,0.149,0.111,0.0,0.365,0.115,81.58,272267,23
5833,Gentleman's Affair,0.681,0.596,7,-5.162,1,0.183,0.111,0.0,0.171,0.769,88.796,219347,8
5834,Let Us Live,0.558,0.563,9,-6.292,0,0.307,0.13,0.0,0.135,0.482,90.73,279147,11
5835,Touchdown,0.764,0.652,6,-4.675,0,0.292,0.101,1.33e-06,0.718,0.552,102.02,239880,24
5836,Angel,0.625,0.844,9,-4.99,1,0.133,0.337,0.0,0.204,0.885,86.034,268093,38
5837,Never Can Say Goodbye,0.589,0.649,1,-2.999,1,0.345,0.16,0.0,0.0465,0.487,82.605,280267,31
5838,Dope Boys,0.719,0.808,1,-3.276,0,0.229,0.156,0.0,0.0749,0.766,85.071,240507,25
5839,Game's Pain,0.783,0.764,6,-4.702,0,0.305,0.0799,0.0,0.0552,0.343,97.031,261773,11
5840,Letter To The King,0.382,0.655,4,-6.837,0,0.131,0.209,0.0063,0.091,0.381,78.503,345547,11
5841,Outro,0.53,0.416,0,-7.345,1,0.149,0.427,9.86e-06,0.163,0.321,129.869,88040,14
5842,Get Ya Money Right,0.812,0.779,1,-7.705,1,0.375,0.17,0.0,0.383,0.853,90.942,208107,34
5843,East Side,0.863,0.718,11,-6.194,0,0.339,0.212,0.0,0.106,0.76,97.006,232453,27
5844,Early Morning Moves,0.696,0.888,4,-3.26,1,0.351,0.05,0.0,0.106,0.722,86.169,196827,34
5845,Taking it All,0.912,0.824,9,-4.96,0,0.272,0.0997,0.0,0.0627,0.946,93.023,209840,27
5846,Compton Boy Remix,0.639,0.496,11,-12.552,0,0.602,0.00523,0.0,0.0559,0.555,179.075,240240,9
5847,Still Hangin',0.924,0.476,10,-10.426,0,0.178,0.0612,0.00409,0.105,0.907,93.01,129120,1
5848,They Can't Handle Us,0.703,0.353,7,-13.123,1,0.367,0.216,2.61e-05,0.0725,0.565,98.864,121800,19
5849,Black Opera,0.845,0.338,2,-14.035,1,0.115,0.013,0.0,0.111,0.52,95.91,125040,19
5850,Breathe Easy,0.728,0.496,2,-13.033,1,0.559,0.0336,1.24e-05,0.349,0.9,93.967,110573,19
5851,What Type of N****,0.532,0.427,2,-16.493,1,0.617,0.2,0.0,0.127,0.624,81.733,295720,22
5852,Slumpin',0.743,0.449,2,-8.884,1,0.323,0.0132,0.0,0.183,0.275,92.231,281520,14
5853,Smash Time,0.765,0.501,7,-8.16,1,0.284,0.0478,0.0,0.126,0.474,96.089,141667,8
5854,F*** It,0.793,0.401,2,-11.008,1,0.503,0.0101,0.0,0.0565,0.849,89.005,230413,8
5855,Get Real N****,0.74,0.562,10,-7.763,0,0.309,0.198,0.0,0.049,0.773,95.988,223947,27
5856,Chip,0.901,0.52,8,-5.385,1,0.349,0.102,0.0,0.149,0.662,94.042,211293,8
